id,univ_name_cn,univ_name_en,shanghairank_2025,Inst_type,tool_name,check_level,threshold,policy_summary,check_framework(0/1),tool_specified(0/1),linked_to_pass(0/1),source_url,Rationale,policy_scope,release_date,retrieval_rd1(2025.5.6-5.29),retrieval_rd1(2025.6.1-6.14),retrieval_rd1(6.18-7.11),snapshot_filename
26,中国农业大学,China Agricultural University,25,agricultural universities,,,,"3. Guidelines for the Use of AIGC

In accordance with the requirements outlined in the Notice on Regulating the Use of Generative Artificial Intelligence in Graduation Theses (Designs) (Undergraduate Student Notice [2025] No. 33), it is strictly prohibited to directly use generative artificial intelligence (AIGC) tools for uploading confidential theses, writing core content of the thesis, fabricating research data and processes, or ghostwriting entire theses. Any such conduct, once discovered and verified, will be deemed an act of thesis fraud. Pursuant to the Detailed Implementation Rules for Handling Thesis Fraud at China Agricultural University (CAU Graduate Student Notice [2015] No. 1), students who have not yet been awarded a degree will have their degree application eligibility revoked. Those who have already been awarded a degree will have their degree rescinded, and their degree certificate will be annulled.",0,0,0,https://yt.cau.edu.cn/art/2025/3/19/art_43337_1056264.html,"Check framework is coded as 0: The university does not explicitly require AIGC detection for graduation theses. The original text only prohibits improper use of AIGC tools (such as writing core content or ghostwriting) but does not mention mandatory AIGC detection.Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text does not name or indicate any particular AIGC detection tool (e.g., CNKI AI Check, Turnitin AI detection).Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text only penalizes confirmed improper AIGC use as thesis fraud, but there is no link between AIGC detection results and graduation requirements.",university-level,2025/3/19,2025/5/12,2025/6/5,2025/6/20,
27,吉林大学,Jilin University,26,comprehensive universities,,undergraduate,,"3. Supervising instructors are responsible for the implementation and oversight, rigorously ensuring the content and quality of undergraduate graduation theses (designs). They must enhance supervision and guidance, directing students to scientifically and appropriately use artificial intelligence technology in compliance with academic norms and ethical requirements. This is to prevent students from using AI tools for improper actions or academic misconduct, including the direct generation of theses, fabrication, or tampering with original data, charts, and other forms of academic dishonesty. All randomly inspected theses in this round will undergo AIGC (AI-generated content detection) testing, and the results will serve as a reference for evaluation by peer experts.",1,0,0,https://csw.jlu.edu.cn/info/1095/7833.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. The original text states that all sampled papers will undergo AIGC detection, establishing a formal detection requirement.Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions AIGC detection for sampled papers but does not name or indicate a particular tool (e.g., CNKI AI Check, Turnitin AI detection).Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text clarifies that the detection results are only for peer expert review reference, not directly linked to graduation requirements.",university-level,2025/5/9,2025/5/12,2025/6/5,2025/6/21,吉林大学关于2024届本科毕业设计（论文）报告提交及查重检测工作的说明.mhtml
28,中南大学,Central South University,27,comprehensive universities,,Postgraduate,"
","V. Plagiarism Check and Detection of Dissertations or Practical Works

The plagiarism check and detection of dissertations or practical works shall be implemented in accordance with the Regulations on Plagiarism Check and Detection of Graduate Dissertations at Central South University (CSU Graduate Notice [2022] No. 30) (https://oa.csu.edu.cn/con/PDFPage?YWMC=ZNDX_ZHBG_XZFW&JLNM=953CFE5C45D04C1D8E047ADC0A80FD1D). Additionally, as per the latest university requirements, AIGC detection will be piloted for all doctoral and master's dissertations or practical works (both the review version and the final version) starting this semester. All secondary training units are requested to carry out the relevant work in compliance with the university's notifications.",1,0,0,https://gra.csu.edu.cn/info/1021/40210.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation or degree theses. The original text states that AIGC detection will be trialed for all doctoral and master's degree theses or practical achievements (review and final versions) starting from this semester, forming a formal detection requirement.
Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions the trial implementation of AIGC detection but does not name or indicate a particular tool (e.g., CNKI AI Check, Turnitin AI detection).
Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text only mentions that AIGC detection is being trialed and requires secondary training units to do related work, without clarifying a direct link between detection results and graduation requirements.",college-level,2025/4/25,2025/5/12,2025/6/5,2025/6/21,中南大学关于2025年上学期研究生学位授予工作有关事项的通知-研究生院.mhtml
29,大连理工大学,Dalian University of Technology,28,science and engineering universities,,,,,0,0,0,,,college-level,,2025/5/13,2025/6/6,2025/6/21,
30,湖南大学,Hunan University,29,comprehensive universities,,,,,0,0,0,,,college-level,,2025/5/13,2025/6/6,2025/6/21,
31,华东师范大学,East China Normal University,30,normal (teacher education) universities,,,,,0,0,0,,,,,2025/5/13,2025/6/6,2025/6/21,
32,华南理工大学,South China University of Technology,31,science and engineering universities,,,,,0,0,0,,,,,2025/5/13,2025/6/6,2025/6/21,
33,南方科技大学,Southern University of Science and Technology,32,comprehensive universities,,,,,0,0,0,,,,,2025/5/14,2025/6/6,2025/6/21,
34,电子科技大学,University of Electronic Science and Technology of China,33,science and engineering universities,,,,,0,0,0,,,,,2025/5/14,2025/6/6,2025/6/22,
35,重庆大学,Chongqing University,34,comprehensive universities,,,,,0,0,0,,,,,2025/5/14,2025/6/6,2025/6/22,
36,北京科技大学,University of Science and Technology Beijing,35,science and engineering universities,,,,,0,0,0,,,,,2025/5/14,2025/6/6,2025/6/22,
37,上海财经大学,Shanghai University of Finance and Economics,财1,finance and economics universities,,,,,0,0,0,,,,,2025/5/14,2025/6/6,2025/6/22,
38,首都医科大学,Capital Medical University,医2,medical universities,,,,,0,0,0,,,,,2025/5/14,2025/6/6,2025/6/22,
39,南京航空航天大学,Nanjing University of Aeronautics and Astronautics,36,science and engineering universities,,undergraduate,"The university provides an AIGC (Artificial Intelligence Generated Content) detection platform to assist supervising instructors in guiding graduation projects (theses). Following plagiarism detection, schools will conduct random AIGC spot checks at a rate of no less than 10%. A detected AI-generated content ratio not exceeding 40% in principle will be considered acceptable, and only after passing the AIGC detection will students be eligible for the final defense. Details regarding the AIGC detection platform will be announced separately.

For students whose detection results exceed 40%, if the school's academic committee confirms the existence of academic misconduct, a delay of at least one month in the defense will be imposed. In severe cases, penalties will be applied in accordance with relevant regulations such as the Nanjing University of Aeronautics and Astronautics Measures for Addressing Academic Misconduct (University Research Notice [2020] No. 7) and the Nanjing University of Aeronautics and Astronautics Undergraduate Student Status Management Measures (University Academic Notice [2024] No. 30).","To All Faculty and Students,

In response to the advancement of artificial intelligence technology, and in order to regulate the use of AI tools in undergraduate graduation projects (theses) at our university, uphold academic integrity, and enhance the quality of talent cultivation, the following matters are hereby notified in accordance with the Nanjing University of Aeronautics and Astronautics Administrative Measures for Undergraduate Graduation Projects (Theses) (Revised) (University Academic Notice [2023] No. 64) and related documents, as well as the university’s practical circumstances:

I. Definition of AI Tools
The AI tools referred to in this notice include generative artificial intelligence (e.g., DeepSeek, ChatGPT, ERNIE Bot, etc.) and auxiliary AI tools (e.g., grammar checkers, data analysis tools, etc.).

II. Fundamental Principles
Legality and Compliance: The use of AI tools in graduation projects (theses) must comply with national laws, regulations, and policies, adhere to academic ethics, and must not infringe upon the intellectual property rights of others.

Auxiliary Use: AI tools may only assist in the research and writing of graduation projects (theses) and must not replace students’ independent thinking. Content generated by AI tools must be clearly distinguished from the student’s own academic contributions and appropriately documented.

Author Responsibility: Students must independently verify content generated or processed by AI tools to ensure the authenticity and reliability of data and information, and refrain from tampering or fabrication. Students bear full responsibility for all content.

III. Specific Requirements
Permitted Usage
Literature Search and Management: May assist in literature retrieval, categorization, and preliminary summarization. However, literature selection, citation, and critical analysis must be performed independently by the student.

Chart Creation Assistance: May recommend statistical chart types and assist in chart creation, but must not generate or modify original research data or key charts. Final charts must be original.

Assistance with Non-Innovative Methods: May assist in selecting or recommending non-innovative research methods, provided that students review and test such methods independently.

Reference Formatting: May assist in checking the formatting of references, but generated results must be manually verified.

Prohibited Usage
Core Content Generation: It is strictly prohibited to rely entirely on AI tools for thesis (design) writing or research. AI tools must not be used for research proposal design, innovative methodology design, algorithm framework construction, thesis structure design, data analysis, or summarizing innovations.

Data Tampering and Fabrication: It is strictly prohibited to directly use unverified AI-generated content, fabricate or falsify research data using AI tools, or tamper with experimental results, original images, etc.

Avoiding Plagiarism Detection: It is strictly prohibited to use AI tools for ""paraphrasing"" or ""structural reorganization"" of theses to evade plagiarism detection.

Handling of Confidential Content: Text or data involving privacy or confidentiality must not be uploaded to AI platforms to ensure information security.

IV. Documentation and Explanation
Students must obtain prior approval from their supervising instructor before using AI tools in their undergraduate graduation projects (theses) and adhere to relevant university and departmental regulations. The specific AI tools used and their purposes must be clearly documented in the Undergraduate Graduation Thesis (Design) AI Tool Usage Declaration Form (Attachment 1). Supervising instructors are responsible for reviewing the compliance of students’ AI tool usage to ensure it does not hinder the cultivation of innovative capabilities.

V. AIGC Detection and Violation Handling
The university provides an AIGC (Artificial Intelligence Generated Content) detection platform to assist supervising instructors in guiding graduation projects (theses). Following plagiarism detection, departments will conduct random AIGC spot checks at a rate of no less than 10%. A detected AI-generated content ratio not exceeding 40% in principle will be considered acceptable. Only after passing the AIGC detection will students be eligible for the final defense. Details regarding the AIGC detection platform will be announced separately.

For students whose detection results exceed 40%, if the department’s academic committee confirms academic misconduct, a delay of at least one month in the defense will be imposed. In severe cases, penalties will be applied in accordance with relevant regulations such as the Nanjing University of Aeronautics and Astronautics Measures for Addressing Academic Misconduct (University Research Notice [2020] No. 7) and the Nanjing University of Aeronautics and Astronautics Undergraduate Student Status Management Measures (University Academic Notice [2024] No. 30).

Attachment:
Nanjing University of Aeronautics and Astronautics Graduation Project (Thesis) AI Tool Usage Declaration Form",1,0,1,https://cca.nuaa.edu.cn/2025/0401/c15586a371393/page.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. The original text states that the school provides an AIGC detection platform, and colleges will organize AIGC random checks at a rate of no less than 10% after plagiarism detection, forming a formal detection requirement.Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions that the school provides an AIGC detection platform but does not name or indicate a particular tool (e.g., CNKI AI Check, Turnitin AI detection).Linked to pass is coded as 1: AIGC detection results directly affect thesis approval, defense eligibility or degree conferral. The text clarifies that the AIGC-generated content ratio should not exceed 40% to pass the detection, and only those who pass can participate in the final defense; those with results exceeding 40% may face delayed defense or other penalties.",,2025/4/1,2025/5/15,2025/6/6,2025/6/22,南京航空航天大学【undergraduate教学】关于在2025届本科毕业设计（论文）中规范AI工具使用的通知.mhtml
40,东北大学,Northeastern University,37,science and engineering universities,,,,,0,0,0,,,,,2025/5/15,2025/6/6,2025/6/23,
41,南京理工大学,Nanjing University of Science and Technology,38,science and engineering universities,,,,,0,0,0,,,,,2025/5/15,2025/6/6,2025/6/23,
42,兰州大学,Lanzhou University,39,comprehensive universities,,,,,0,0,0,,,,,2025/5/15,2025/6/6,2025/6/23,
43,南方医科大学,Southern Medical University,医3,medical universities,,,,,0,0,0,,,,,2025/5/15,2025/6/6,2025/6/24,
44,西安电子科技大学 ,Xidian University,40,science and engineering universities,,undergraduate,"In order to prevent students from misusing AI tools in thesis writing, a portion of theses submitted for blind review will be randomly selected for AIGC detection (with full coverage for theses from the School of Economics and Management, School of Humanities, and School of Foreign Studies). The detection results will serve as a reference in the blind review evaluation process.","All materials submitted for blind review must not contain any student information (including student ID, name, or supervisor’s name). Any violation will be deemed ""unauthorized disclosure of personal information,"" and the blind review outcome will be assessed as no less than ""major revisions required."" Failure to submit materials by the deadline will result in an automatic assessment of ""redo"" in the system.

If the text similarity rate in the plagiarism check report exceeds 30%, or the similarity rate of any single chapter exceeds 40%, the graduation project (thesis) will be directly assessed as ""redo.""

(7) To prevent misuse of AI tools by students in thesis writing, a portion of theses submitted for blind review will be randomly selected for AIGC detection (with full coverage for theses from the School of Economics and Management, School of Humanities, and School of Foreign Studies). The detection results will serve as a reference in the blind review evaluation process.",1,0,0,https://bksy.xidian.edu.cn/info/1003/26112.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. The original text states that some theses will be selected for AIGC detection during blind review, with full coverage for three specific colleges, establishing a formal detection requirement.
Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions AIGC detection for selected theses but does not name or indicate a particular tool (e.g., CNKI AI Check, Turnitin AI detection).
Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text clarifies that the detection results are only for reference in blind review, without linking them to key graduation requirements like passing the thesis or being eligible for defense.",,2025/4/23,2025/5/15,2025/6/7,2025/6/24,西安电子科技大学关于2025年（2021级）undergraduate毕业设计（论文）盲审工作安排的通知-undergraduate院 西安电子科技大学.mhtml
45,上海科技大学,ShanghaiTech University,41,comprehensive universities,,,,,0,0,0,,,,,2025/5/15,2025/6/7,2025/6/24,
46,北京交通大学,Beijing Jiaotong University,42,science and engineering universities,,undergraduate,"This year marks the first implementation of the AIGC detection function. Given that the reliability and effectiveness of test reports are not yet fully established, no mandatory regulations will be enforced at this stage. Supervising instructors are advised to consider the conclusions of the AIGC detection report when reviewing the final version of the thesis, exercising comprehensive judgment to strictly prevent academic misconduct.","This year marks the inaugural implementation of the AIGC detection function. Instructors are advised to refer to the conclusions of the AIGC detection report when reviewing the final draft of the thesis, and to conduct a comprehensive assessment in order to rigorously control academic misconduct.",1,0,0,"https://civil.bjtu.edu.cn/media/attachments/2025/04/20250429174928_210.pdf
https://civil.bjtu.edu.cn/cms/item/23750.html","Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. The original text states that AIGC detection is used for the first time this year, and supervisors need to refer to the detection report when reviewing final theses, forming a formal detection requirement.
Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions the use of AIGC detection and the need to refer to its report but does not name or indicate a particular tool (e.g., CNKI AI Check, Turnitin AI detection).
Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text only requires supervisors to use the detection report for comprehensive judgment to control academic misconduct, without clarifying a direct link between the results and graduation requirements.",,2025/4/28,2025/5/16,2025/6/7,2025/6/24,北京交通大学-土木建筑工程学院.mhtml
47,哈尔滨工程大学,Harbin Engineering University,43,science and engineering universities,,,,,0,0,0,,,,,2025/5/16,2025/6/7,2025/6/24,
48,华东理工大学,East China University of Science and Technology,44,science and engineering universities,,,,,0,0,0,,,,,2025/5/16,2025/6/7,2025/6/25,
49,东北师范大学,Northeast Normal University,45,normal (teacher education) universities,,,,,0,0,0,,,,,2025/5/16,2025/6/7,2025/6/25,
50,香港中文大学（深圳）,"The Chinese University of Hong Kong, Shenzhen",合作1,comprehensive universities,,,,,0,0,0,,,,,2025/5/16,2025/6/7,2025/6/25,
51,中央财经大学,Central University of Finance and Economics,财2,finance and economics universities,,,,,0,0,0,,,,,2025/5/17,2025/6/7,2025/6/25,
52,苏州大学,Soochow University,46,comprehensive universities,,,,,0,0,0,,,,,2025/5/17,2025/6/7,2025/6/25,
53,华中农业大学,Huazhong Agricultural University,47,agricultural universities,,,,,0,0,0,,,,,2025/5/17,2025/6/7,2025/6/25,
54,武汉理工大学,Wuhan University of Technology,48,science and engineering universities,,,,,0,0,0,,,,,2025/5/17,2025/6/7,2025/6/25,
55,中国石油大学（北京）,"China University of Petroleum, Beijing",49,science and engineering universities,,,,,0,0,0,,,,,2025/5/17,2025/6/7,2025/6/25,
56,郑州大学,Zhengzhou University,50,comprehensive universities,,,,,0,0,0,,,,,2025/5/17,2025/6/7,2025/6/25,
57,江南大学,Jiangnan University,51,comprehensive universities,,,,,0,0,0,,,,,2025/5/17,2025/6/7,2025/6/25,
58,西南交通大学,Southwest Jiaotong University,52,science and engineering universities,VIPS AIGC Detection System,undergraduate,,"The university encourages the appropriate use of new tools and technologies, but requires students to demonstrate independent thinking, comprehension of knowledge, hands-on practice, and creative expression. The university will conduct AIGC detection on all undergraduate graduation projects (theses) regarding the use of AI tools. In principle, the AIGC detection result for undergraduate graduation projects (theses) should not exceed 30%. Supervising instructors and review experts may provide guidance and evaluation feedback based on the AIGC detection results.",1,1,1,http://jwc.swjtu.edu.cn/vatuu/WebAction?setAction=newsDetail&viewType=web&newsId=92FC166F4FED41B7,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. The original text states that all undergraduate graduation theses will undergo AIGC detection, which is a formal mandatory detection requirement.
Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions conducting AIGC detection but does not name or indicate a particular tool (e.g., CNKI AI Check, Turnitin AI detection).
Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text sets a 30% threshold for AIGC results and says supervisors and experts can use the results to give opinions, but it does not link the results directly to graduation requirements.",,2025/5/16,2025/5/18,2025/6/8,2025/6/26,西南交通大学关于开展2025届本科毕业设计（论文）评阅、学术不端系统检测的通知-VATUU为途教学信息服务平台.mhtml
59,南京医科大学,Nanjing Medical University,医4,medical universities,,,,,0,0,0,,,,,2025/5/18,2025/6/8,2025/6/26,
60,南京农业大学,Nanjing Agricultural University,53,agricultural universities,,,,,0,0,0,,,,,2025/5/18,2025/6/8,2025/6/26,
61,中国地质大学（武汉）,China University of Geosciences,54,science and engineering universities,,undergraduate,The results of the two rounds of plagiarism detection (conducted prior to the blind review) and AIGC detection (conducted before the meeting of the respective degree evaluation sub-committees after the defense) will serve as important references for the subsequent discussions and decisions on degree conferral by the degree evaluation sub-committees and the university-level degree evaluation committee. All degree evaluation sub-committees are requested to strictly implement this requirement in accordance with the document to ensure the quality of degree conferral.,"(2) The university prohibits the use of AIGC (Artificial Intelligence Generated Content) to replace students in writing their graduation theses (designs). The system will detect whether AIGC has been used for writing and will provide alerts in the detection report. If the AIGC detection indicates high risk, the student will not be permitted to proceed to the defense. In such cases, the student must revise the work under the guidance of the supervisor or provide a written explanation justifying the duplicated content, which must be reviewed and approved by the supervisor before entering the defense process.",1,0,1,https://bksy.cug.edu.cn/info/1489/11884.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. The original text states that the system will identify whether the thesis is written through AIGC and give prompts in the detection report, forming a formal detection requirement.
Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions that the system will conduct AIGC identification but does not name or indicate a particular tool (e.g., CNKI AI Check, Turnitin AI detection).
Linked to pass is coded as 1: AIGC detection results directly affect thesis approval, defense eligibility or degree conferral. The text clarifies that a high-risk AIGC detection result means students cannot participate in the defense, and they can only enter the defense process after revision or providing a signed explanation, so the results are directly linked to defense eligibility.",,,2025/5/18,2025/6/8,2025/6/26,中国地质大学（武汉）关于做好本科毕业论文（设计）、查重检测及抽检相关工作的通知-中国地质大学undergraduate院.mhtml
62,对外经贸大学,University of International Business and Economics,财3,finance and economics universities,,,,"Article 1
For the purpose of further improving degree conferral procedures, establishing scientific ethical standards and academic research norms, regulating the use of artificial intelligence (AI) technologies, and avoiding risks to research integrity arising from the misuse or abuse of AI technologies, these guidelines are formulated in accordance with the principles of innovation, honesty, transparency, and responsibility. They are based on documents such as the Measures for the Prevention and Handling of Academic Misconduct in Higher Education Institutions (Ministry of Education Order No. 40) and the Guidelines for Responsible Research Conduct (2023) issued by the Ministry of Science and Technology, and are tailored to the actual conditions of the university.

Article 2
Thesis and graduation projects (designs) refer to innovative achievements completed by degree applicants, including theses completed by graduate students and graduation projects (designs) completed by undergraduate students at our university. This also encompasses reports or practical outcomes related to the degree conferral process during the writing stage, including but not limited to research proposals, pre-defense theses, and graduation projects (designs).

Article 3
Artificial intelligence technologies mentioned in these guidelines refer to tools that generate content such as text, audio, and images using AI, including but not limited to DeepSeek, ChatGPT, Kimi, Doubao, iFlytek Spark, ERNIE Bot, Tongyi Qianwen, and others.

Article 4
AI technologies may be used to track research trends, collect, and organize literature. However, the authenticity and reliability of AI-generated information must be ensured. The direct use of unverified AI-generated content such as research reports, topic suggestions, literature reviews, algorithm (model) frameworks, etc., is discouraged.

Article 5
AI technologies may be used to generate simulated data and perform statistical analysis of original data. However, the direct use of AI technologies to generate original data, experimental results, or core innovative achievements is discouraged.

Article 6
AI technologies may be used to assist in creating graphics, but the generated content must be verified and appropriately labeled. The direct use of AI to generate chart content is discouraged.

Article 7
AI technologies may be used for text proofreading and thesis format verification. However, the direct use of AI technologies to generate entire works, complete chapters, full paragraphs, or references is discouraged.

Article 8
Content completed with the assistance of AI technologies must be appropriately marked in the relevant sections of the work. The name, version, date, and usage process of the tool must be declared in sections such as notes, acknowledgments, references, or appendices.

Article 9
The use of AI technologies to process confidential content is prohibited.

Article 10
Students must submit an Artificial Intelligence Technology Use Declaration before their thesis defense. During the defense, experts should inquire about and inform students of the risks associated with AI-assisted content.

Article 11
Supervisors should strengthen guidance on the use of AI technologies and provide education on academic integrity throughout the entire training process.

Article 12
All training units should conduct educational programs and may develop internal regulations based on disciplinary characteristics and academic practices to guide students in using AI technologies honestly, transparently, and responsibly.",0,0,0,https://yjsy.uibe.edu.cn/cms/infoSingleArticle.do?articleId=7594&columnId=2195,"Check framework is coded as 0: The university does not explicitly require AIGC detection for graduation theses. The original text only regulates the use of AI technology in theses, such as permitted and prohibited usage scopes and labeling requirements, but does not mention mandatory AIGC detection.
Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text does not name or indicate any particular AIGC detection tool (e.g., CNKI AI Check, Turnitin AI detection) at all.
Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text only requires students to submit an AI use statement and allows答辩 experts to inquire about AI-assisted content, but there is no link between AIGC detection results and graduation requirements.",,,2025/5/19,2025/6/8,2025/6/27,
63,暨南大学,Jinan University,55,comprehensive universities,,,,,0,0,0,,,,,2025/5/19,2025/6/9,2025/6/27,
64,华中师范大学,Central China Normal University,56,normal (teacher education) universities,,,,,0,0,0,,,,,2025/5/19,2025/6/9,2025/6/27,
65,中国海洋大学,Ocean University of China,56,comprehensive universities,,,,,0,0,0,,,,,2025/5/19,2025/6/9,2025/6/27,
66,中国政法大学,China University of Political Science and Law,政1,finance and economics universities,,,,,0,0,0,,,,,2025/5/20,2025/6/9,2025/6/28,
67,南京师范大学,Nanjing Normal University,58,normal (teacher education) universities,,,,,0,0,0,,,,,2025/5/20,2025/6/9,2025/6/28,
68,中国矿业大学,China University of Mining and Technology,59,science and engineering universities,,,,,0,0,0,,,,,2025/5/20,2025/6/9,2025/6/28,
69,天津医科大学,Tianjin Medical University,医5,medical universities,,,,,0,0,0,,,,,2025/5/20,2025/6/9,2025/6/29,
70,中国医科大学,China Medical University (Shenyang),医6,medical universities,,,,,0,0,0,,,,,2025/5/20,2025/6/9,2025/6/29,
71,北京邮电大学,Beijing University of Posts and Telecommunications,60,science and engineering universities,,,,,0,0,0,,,,,2025/5/20,2025/6/9,2025/6/29,
72,上海大学,Shanghai University,61,comprehensive universities,,,,"Guidelines for the Scientific and Reasonable Use of AI Tools in Undergraduate Graduation Theses (Designs)

In accordance with the requirements of the Academic Degrees Law of the People's Republic of China, and to further strengthen education on academic ethics and integrity, foster a positive academic environment, regulate the scientific and reasonable use of AI tools by students, and prevent academic misconduct such as AI-assisted ghostwriting, plagiarism, and falsification, the following guidelines for the use of AI tools in undergraduate graduation theses (designs) are provided, drawing on the experiences of other universities:

In principle, students may use AI tools scientifically and reasonably, provided they obtain prior approval from their supervising instructor and ensure that the content generated by AI tools does not compromise the originality and other required competencies in their graduation thesis (design).

Prohibited Uses:
(1) It is prohibited to use AI tools for research proposal design, innovative methodology design, algorithm (model) framework construction, thesis (design) structure design, selection of research (design) topics, summarization of research (design) significance and innovation, formulation of research hypotheses, data analysis, result analysis and discussion, or conclusion summarization;
(2) It is prohibited to use AI tools to generate or modify original data, original or experimental result images, graphics, or illustrations in undergraduate graduation theses (designs);
(3) It is prohibited to directly use AI tools to generate the main text, acknowledgments, or other components of undergraduate graduation theses (designs);
(4) It is prohibited to use AI tools for language polishing or translation;
(5) It is prohibited for defense committee members or reviewers to use any AI tools to evaluate students' undergraduate graduation theses (designs);
(6) For undergraduate graduation theses (designs) involving confidential content, the use of any AI tools is prohibited, and uploading any data or images to AI platforms is strictly forbidden.

When using AI tools, students must clearly disclose the following information in the ""Statement on the Use of AI Tools"" section of their undergraduate graduation thesis (design):
(1) The name and version of the AI tool used, as well as the time and specific purpose of use;
(2) The specific sections of the thesis where the AI tool was used, such as the methodology or literature review sections;
(3) The content generated or suggestions provided by the AI tool;
(4) Relevant important materials prior to AI tool processing must be retained for review and inquiry by the supervising instructor or reviewers regarding the use of AI tools.

Students who violate these regulations by using AI tools in their undergraduate graduation theses (designs) will be subject to penalties in accordance with relevant measures.",0,0,0,https://jwb.shu.edu.cn/__local/0/0F/8A/EBDEC00102395B0777024691752_BF6157BE_2F747.pdf,"Check framework is coded as 0: The university does not explicitly require AIGC detection for graduation theses. The original text only regulates the use scope, disclosure requirements and violation handling of AI tools in undergraduate theses, but does not mention mandatory AIGC detection.
Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text does not name or indicate any particular AIGC detection tool (e.g., CNKI AI Check, Turnitin AI detection) at all.
Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text only states that violations of AI tool use regulations will be handled with reference to relevant measures, but there is no link between AIGC detection results and graduation requirements.",,2024/12/25,2025/5/20,2025/6/9,2025/6/29,
73,北京中医药大学,Beijing University of Chinese Medicine,中医1,medical universities,,,,,0,0,0,,,,,2025/5/21,2025/6/9,2025/6/29,
74,浙江工业大学,Zhejiang University of Technology,62,science and engineering universities,,,,,0,0,0,,,,,2025/5/21,2025/6/9,2025/6/30,
75,中南财经政法大学,Zhongnan University of Economics and Law,财4,finance and economics universities,,,,,0,0,0,,,,,2025/5/21,2025/6/9,2025/6/30,
76,北京化工大学,Beijing University of Chemical Technology,63,science and engineering universities,,,,,0,0,0,,,,,2025/5/21,2025/6/9,2025/6/30,
77,河海大学,Hohai University,64,science and engineering universities,,,,,0,0,0,,,,,2025/5/21,2025/6/9,2025/6/30,
78,陕西师范大学,Shaanxi Normal University,65,normal (teacher education) universities,,,,,0,0,0,,,,,2025/5/21,2025/6/9,2025/7/1,
79,西南财经大学,Southwestern University of Finance and Economics,财5,finance and economics universities,,,,,0,0,0,,,,,2025/5/21,2025/6/9,2025/7/1,
